movie_id,movie_name,genre,year,box_office,box_office_source
tt0173840,Final Fantasy: The Spirits Within,"Action,Adventure,Animation",2001,32131830,reference
tt0174480,Autumn in New York,"Drama,Romance",2000,37761915,reference
tt0177789,Galaxy Quest,"Adventure,Comedy,Sci-Fi",1999,71583916,reference
tt0180093,Requiem for a Dream,Drama,2000,3635482,reference
tt0180734,Hardball,"Comedy,Drama,Sport",2001,40222729,reference
tt0181536,Finding Forrester,"Drama,Sport",2000,51804714,reference
tt0181689,Minority Report,"Action,Crime,Mystery",2002,132072926,reference
tt0181739,Osmosis Jones,"Action,Adventure,Animation",2001,13596911,reference
tt0181852,Terminator 3: Rise of the Machines,"Action,Sci-Fi",2003,150371112,reference
tt0181865,Traffic,"Crime,Drama,Thriller",2000,124115725,reference
tt0183649,Phone Booth,"Crime,Thriller",2002,46566212,reference
tt0184791,O,"Drama,Romance,Thriller",2001,16025437,reference
tt0184858,Reindeer Games,"Action,Crime,Thriller",2000,23368995,reference
tt0185371,House on Haunted Hill,"Horror,Mystery,Thriller",1999,40846082,reference
tt0185431,Little Nicky,"Comedy,Fantasy",2000,39464775,reference
tt0187078,Gone in 60 Seconds,"Action,Crime,Thriller",2000,101648571,reference
tt0187738,Blade II,"Action,Horror,Sci-Fi",2002,82348319,reference
tt0188453,Birthday Girl,"Comedy,Crime,Thriller",2001,5142576,reference
tt0190138,The Whole Nine Yards,"Comedy,Crime",2000,57262492,reference
tt0190374,Dungeons & Dragons,"Action,Adventure,Fantasy",2000,15391970,reference
tt0190865,Vertical Limit,"Action,Adventure,Drama",2000,69243859,reference
tt0191133,The Fighting Temptations,"Comedy,Drama,Music",2003,30250745,reference
tt0191397,The Replacements,"Comedy,Sport",2000,44737059,reference
tt0191754,28 Days,"Comedy,Drama",2000,37170488,reference
tt0195685,Erin Brockovich,"Biography,Drama",2000,125595205,reference
tt0195714,Final Destination,"Horror,Thriller",2000,53331147,reference
tt0196216,Small Time Crooks,"Comedy,Crime",2000,17266359,reference
tt0196229,Zoolander,Comedy,2001,45172250,reference
tt0196857,Play It to the Bone,"Comedy,Drama,Sport",1999,8434146,reference
tt0199626,In the Cut,"Mystery,Thriller",2003,4750602,reference
tt0200550,Coyote Ugly,"Comedy,Drama,Music",2000,60786269,reference
tt0202470,Rock Star,"Drama,Music",2001,17008282,reference
tt0203230,You Can Count on Me,Drama,2000,9416804,reference
tt0204946,Bring It On,"Comedy,Romance,Sport",2000,68379000,reference
tt0205000,Deuce Bigalow: Male Gigolo,"Comedy,Romance",1999,65538755,reference
tt0205271,Dr. T & the Women,"Comedy,Drama,Romance",2000,13113041,reference
tt0206275,Save the Last Dance,"Drama,Music,Romance",2001,91057006,reference
tt0206314,Joy Ride,"Mystery,Thriller",2001,21974919,reference
tt0206963,My First Mister,"Comedy,Drama,Romance",2001,568762,reference
tt0207201,What Women Want,"Comedy,Fantasy,Romance",2000,182811707,reference
tt0209475,The Wedding Planner,"Comedy,Romance",2001,60400856,reference
tt0209958,The Cell,"Crime,Horror,Sci-Fi",2000,61334059,reference
tt0210234,Pok?mon the Movie 2000,"Action,Adventure,Animation",1999,43758684,reference
tt0210299,Songcatcher,"Drama,Music",2000,3059834,reference
tt0211181,102 Dalmatians,"Adventure,Comedy,Family",2000,66957026,reference
tt0212338,Meet the Parents,"Comedy,Romance",2000,166244045,reference
tt0212346,Miss Congeniality,"Action,Comedy,Crime",2000,106807667,reference
tt0212985,Hannibal,"Crime,Drama,Thriller",2001,165092268,reference
tt0213149,Pearl Harbor,"Action,Drama,Romance",2001,198542554,reference
tt0213203,Rugrats in Paris,"Adventure,Animation,Comedy",2000,76507756,reference
tt0213790,The Ladies Man,Comedy,2000,13616610,reference
tt0213847,Malena,"Drama,Romance,War",2000,3448233,reference
tt0215750,Enemy at the Gates,"Action,Drama,War",2001,51401758,reference
tt0216216,The 6th Day,"Action,Mystery,Sci-Fi",2000,34604280,reference
tt0217505,Gangs of New York,"Crime,Drama",2002,77812000,reference
tt0217869,Unbreakable,"Drama,Mystery,Sci-Fi",2000,95011339,reference
tt0218619,Soul Survivors,"Horror,Mystery,Thriller",2001,3111545,reference
tt0218967,The Family Man,"Comedy,Drama,Fantasy",2000,75793305,reference
tt0219653,Dracula 2000,"Action,Fantasy,Horror",2000,33022767,reference
tt0219699,The Gift,"Drama,Fantasy,Horror",2000,12008642,reference
tt0219952,Lucky Numbers,"Comedy,Crime",2000,10042516,reference
tt0219965,Bandits,"Action,Comedy,Crime",2001,41575141,reference
tt0220506,Halloween: Resurrection,"Horror,Thriller",2002,30354442,reference
tt0221027,Blow,"Biography,Crime,Drama",2001,52990775,reference
tt0221799,An American Rhapsody,Drama,2001,850255,reference
tt0223897,Pay It Forward,Drama,2000,33519628,reference
tt0224578,The Vertical Ray of the Sun,"Drama,Romance",2000,110134,reference
tt0225071,Angel Eyes,"Drama,Romance",2001,24174218,reference
tt0227445,The Score,"Crime,Drama,Thriller",2001,71107711,reference
tt0227538,Spy Kids,"Action,Adventure,Comedy",2001,112719001,reference
tt0229260,Book of Shadows: Blair Witch 2,"Adventure,Fantasy,Horror",2000,26437094,reference
tt0230011,Atlantis: The Lost Empire,"Action,Adventure,Animation",2001,84056472,reference
tt0230030,Bedazzled,"Comedy,Fantasy",2000,37886980,reference
tt0231402,Crocodile Dundee in Los Angeles,"Adventure,Comedy,Crime",2001,25635682,reference
tt0231775,Down to Earth,"Comedy,Fantasy",2001,64186502,reference
tt0235327,Dark Days,Documentary,2000,309648,reference
tt0235679,Pok?mon 3 the Movie: Spell of the Unown,"Action,Adventure,Animation",2000,17052128,reference
tt0236493,The Mexican,"Adventure,Comedy,Drama",2001,66845033,reference
tt0237572,The Pledge,"Crime,Drama,Mystery",2001,19733089,reference
tt0238924,The Dangerous Lives of Altar Boys,"Comedy,Drama",2002,1815864,reference
tt0239395,Cats & Dogs,"Action,Adventure,Comedy",2001,93385515,reference
tt0239949,Say It Isn't So,"Comedy,Romance",2001,5520393,reference
tt0239986,Sidewalks of New York,"Comedy,Romance",2001,2402652,reference
tt0240149,The Girl from Paris,"Comedy,Drama",2001,183266,reference
tt0240462,Dr. Dolittle 2,"Comedy,Family,Fantasy",2001,112952899,reference
tt0240510,The Four Feathers,"Adventure,Drama,Romance",2002,18306166,reference
tt0240772,Ocean's Eleven,"Crime,Thriller",2001,183417150,reference
tt0240890,Serendipity,"Comedy,Romance",2001,50294317,reference
tt0240980,Till Human Voices Wake Us,"Drama,Romance",2002,120601,reference
tt0241025,Vanity Fair,Drama,2004,16136476,reference
tt0241760,The New Guy,Comedy,2002,29760152,reference
tt0242423,"Dude, Where's My Car?","Comedy,Mystery,Sci-Fi",2000,46729800,reference
tt0242998,Valentine,"Horror,Mystery,Thriller",2001,20384136,reference
tt0243017,Waking Life,"Animation,Drama,Fantasy",2001,2901447,reference
tt0243255,Fat Girl,Drama,2001,725854,reference
tt0243585,Stuart Little 2,"Adventure,Comedy,Family",2002,64956806,reference
tt0243736,40 Days and 40 Nights,"Comedy,Romance",2002,37950822,reference
tt0244000,American Outlaws,"Action,Drama,Western",2001,13342790,reference
tt0244244,Swordfish,"Action,Crime,Thriller",2001,69772969,reference
tt0245574,Y Tu Mam? Tambi?n,Drama,2001,13839658,reference
tt0245674,Thir13en Ghosts,"Fantasy,Horror",2001,41867960,reference
tt0245686,Joe Dirt,"Adventure,Comedy,Drama",2001,27087695,reference
tt0245712,Amores Perros,"Drama,Thriller",2000,5408467,reference
tt0245844,The Count of Monte Cristo,"Action,Adventure,Drama",2002,54234062,reference
tt0246460,Die Another Day,"Action,Adventure,Thriller",2002,160942139,reference
tt0246500,Who Is Cletis Tout?,"Action,Comedy,Crime",2001,252706,reference
tt0246772,Mostly Martha,"Comedy,Drama,Romance",2001,4160475,reference
tt0247638,The Princess Diaries,"Comedy,Family,Romance",2001,108248956,reference
tt0249371,Ashoka the Great,"Action,Biography,Drama",2001,731277,reference
tt0249478,Domestic Disturbance,"Crime,Thriller",2001,45246095,reference
tt0250323,The Deep End,"Crime,Drama,Mystery",2001,8823109,reference
tt0250687,Rat Race,"Action,Adventure,Comedy",2001,56618055,reference
tt0250797,Unfaithful,"Drama,Romance,Thriller",2002,52775765,reference
tt0250809,Our Lady of the Assassins,"Crime,Drama",2000,525330,reference
tt0251075,Evolution,"Comedy,Sci-Fi",2001,38345494,reference
tt0251127,How to Lose a Guy in 10 Days,"Comedy,Romance",2003,105813373,reference
tt0251160,John Q,"Crime,Drama,Thriller",2002,71756802,reference
tt0251736,House of 1000 Corpses,Horror,2003,12634962,reference
tt0252028,Surviving Christmas,"Comedy,Romance",2004,11663156,reference
tt0252076,Maid in Manhattan,"Comedy,Drama,Romance",2002,94011225,reference
tt0252866,American Pie 2,Comedy,2001,145103595,reference
tt0253556,Reign of Fire,"Action,Adventure,Fantasy",2002,43061982,reference
tt0253754,Star Trek: Nemesis,"Action,Adventure,Sci-Fi",2002,43254409,reference
tt0253840,The Triumph of Love,"Comedy,Romance",2001,447267,reference
tt0255819,Baby Boy,"Crime,Drama,Romance",2001,28734552,reference
tt0256415,Sweet Home Alabama,"Comedy,Romance",2002,127223418,reference
tt0256524,The Curse of the Jade Scorpion,"Comedy,Crime,Mystery",2001,7517191,reference
tt0257044,Road to Perdition,"Crime,Drama,Thriller",2002,104454762,reference
tt0257076,S.W.A.T.,"Action,Adventure,Crime",2003,116934650,reference
tt0257106,Scary Movie 2,"Comedy,Horror",2001,71308997,reference
tt0257360,About Schmidt,Drama,2002,65016287,reference
tt0257516,Cursed,"Comedy,Horror,Mystery",2005,19297522,reference
tt0257568,Kangaroo Jack,"Action,Adventure,Comedy",2003,66934963,reference
tt0258068,The Quiet American,"Drama,Romance,Thriller",2002,12988801,reference
tt0258463,The Bourne Identity,"Action,Mystery,Thriller",2002,121661683,reference
tt0258816,The Reckoning,"Crime,Drama,Mystery",2002,257252,reference
tt0259324,Ghost Rider,"Action,Fantasy,Thriller",2007,115802596,reference
tt0259446,My Big Fat Greek Wedding,"Comedy,Drama,Romance",2002,241438208,reference
tt0259711,Vanilla Sky,"Fantasy,Mystery,Romance",2001,100618344,reference
tt0260866,Don't Say a Word,"Drama,Mystery,Thriller",2001,55001642,reference
tt0261289,Serving Sara,"Comedy,Romance",2002,16930185,reference
tt0262432,George Washington,Drama,2000,247406,reference
tt0263757,Uptown Girls,"Comedy,Drama,Romance",2003,37182494,reference
tt0264464,Catch Me If You Can,"Biography,Crime,Drama",2002,164615351,reference
tt0264472,Changing Lanes,"Drama,Thriller",2002,66818548,reference
tt0264616,Frailty,"Crime,Drama,Thriller",2001,13110448,reference
tt0264761,Kissing Jessica Stein,"Comedy,Drama,Romance",2001,7025722,reference
tt0264935,Murder by Numbers,"Crime,Mystery,Thriller",2002,31945749,reference
tt0265029,America's Sweethearts,"Comedy,Romance",2001,93607673,reference
tt0265086,Black Hawk Down,"Action,Drama,History",2001,108638745,reference
tt0265208,The Girl Next Door,"Comedy,Drama,Romance",2004,14589444,reference
tt0265298,Big Fat Liar,"Adventure,Comedy,Family",2002,48360547,reference
tt0265343,Monsoon Wedding,"Comedy,Drama,Romance",2001,13885966,reference
tt0265459,One Hour Photo,"Drama,Thriller",2002,31597131,reference
tt0265662,The Rookie,"Drama,Family,Sport",2002,75600072,reference
tt0266391,The Cat's Meow,"Crime,Drama,Romance",2001,3209481,reference
tt0266465,A Man Apart,"Action,Crime,Drama",2003,26736098,reference
tt0266489,Duplex,Comedy,2003,9692135,reference
tt0266915,Rush Hour 2,"Action,Comedy,Crime",2001,226164286,reference
tt0266987,Spy Game,"Action,Crime,Thriller",2001,62362560,reference
tt0267248,Abandon,"Drama,Mystery,Romance",2002,10727683,reference
tt0267626,K-19: The Widowmaker,"Drama,History,Thriller",2002,35168966,reference
tt0268380,Ice Age,"Adventure,Animation,Comedy",2002,176387405,reference
tt0268397,Jimmy Neutron: Boy Genius,"Action,Adventure,Animation",2001,80936232,reference
tt0268695,The Time Machine,"Action,Adventure,Sci-Fi",2002,56832494,reference
tt0269347,The Hunted,"Action,Crime,Drama",2003,34244097,reference
tt0270288,Confessions of a Dangerous Mind,"Biography,Comedy,Crime",2002,16007718,reference
tt0270980,My Boss's Daughter,"Comedy,Romance",2003,15550605,reference
tt0271027,Kiss of the Dragon,"Action,Crime,Thriller",2001,36845124,reference
tt0271367,Eight Legged Freaks,"Action,Adventure,Comedy",2002,17322606,reference
tt0272020,The Last Castle,"Action,Drama,Thriller",2001,18244060,reference
tt0272152,K-PAX,"Drama,Mystery,Sci-Fi",2001,50338485,reference
tt0272207,Narc,"Crime,Drama,Mystery",2002,10465659,reference
tt0273923,Orange County,"Comedy,Drama",2002,41076018,reference
tt0274166,Johnny English,"Action,Adventure,Comedy",2003,28082366,reference
tt0274812,Secretary,"Comedy,Drama,Romance",2002,4059680,reference
tt0275022,Crossroads,"Comedy,Drama,Romance",2002,37191304,reference
tt0275309,Dogtown and Z-Boys,"Documentary,Sport",2001,1300682,reference
tt0276751,About a Boy,"Comedy,Drama,Romance",2002,41385278,reference
tt0278435,Enough,"Crime,Drama,Thriller",2002,40007742,reference
tt0278488,How High,"Comedy,Fantasy",2001,31178740,reference
tt0278823,Hollywood Ending,"Comedy,Romance",2002,4850753,reference
tt0279331,Dark Blue,"Crime,Drama,Thriller",2002,9250301,reference
tt0279493,Undercover Brother,"Action,Comedy",2002,39089928,reference
tt0279778,Divine Secrets of the Ya-Ya Sisterhood,Drama,2002,69599016,reference
tt0280380,Trapped,"Action,Crime,Drama",2002,7073251,reference
tt0280460,The Banger Sisters,"Comedy,Drama",2002,30307416,reference
tt0280491,Bloody Sunday,"Drama,History,War",2002,773228,reference
tt0280590,Mr. Deeds,"Comedy,Romance",2002,126293452,reference
tt0280665,Femme Fatale,"Crime,Drama,Mystery",2002,6630252,reference
tt0280707,Gosford Park,"Comedy,Drama,Mystery",2001,41308615,reference
tt0280778,Iris,"Biography,Drama,Romance",2001,5594617,reference
tt0281322,Undisputed,"Action,Crime,Drama",2002,12764657,reference
tt0281358,A Walk to Remember,"Drama,Romance",2002,41281092,reference
tt0281373,Snow Dogs,"Adventure,Comedy,Family",2002,81172560,reference
tt0282120,The Wild Thornberrys,"Adventure,Animation,Comedy",2002,40108697,reference
tt0283084,Tuck Everlasting,"Drama,Family,Fantasy",2002,19161999,reference
tt0283111,Van Wilder: Party Liaison,"Comedy,Romance",2002,21305259,reference
tt0283160,Extreme Ops,"Action,Adventure,Thriller",2002,4842259,reference
tt0283832,8 Women,"Comedy,Crime,Musical",2002,3098776,reference
tt0283883,And Now Ladies & Gentlemen,"Crime,Drama,Romance",2002,736872,reference
tt0285462,Boat Trip,Comedy,2002,8600126,reference
tt0286106,Signs,"Drama,Mystery,Sci-Fi",2002,227966634,reference
tt0286112,Shaolin Soccer,"Action,Comedy,Fantasy",2001,489600,reference
tt0286179,Sunshine State,"Drama,Romance",2002,3065921,reference
tt0286244,The Triplets of Belleville,"Adventure,Animation,Comedy",2003,7007149,reference
tt0286716,Hulk,"Action,Sci-Fi",2003,132177234,reference
tt0286788,What a Girl Wants,"Comedy,Drama,Family",2003,36105433,reference
tt0287717,Spy Kids 2: The Island of Lost Dreams,"Action,Adventure,Comedy",2002,85846429,reference
tt0287978,Daredevil,"Action,Crime,Drama",2003,102543518,reference
tt0289765,Red Dragon,"Crime,Drama,Thriller",2002,93149898,reference
tt0289879,The Butterfly Effect,"Drama,Sci-Fi,Thriller",2004,57938693,reference
tt0289992,The Life of David Gale,"Crime,Drama,Mystery",2003,19955598,reference
tt0290002,Meet the Fockers,"Comedy,Romance",2004,279261160,reference
tt0290095,The Tuxedo,"Action,Comedy,Sci-Fi",2002,50547998,reference
tt0290334,X2: X-Men United,"Action,Sci-Fi,Thriller",2003,214949694,reference
tt0291341,Mean Machine,"Comedy,Crime,Drama",2001,92770,reference
tt0291579,He Loves Me... He Loves Me Not,"Romance,Thriller",2002,1011102,reference
tt0292506,The Recruit,"Action,Thriller",2003,52802140,reference
tt0293429,Mortal Kombat,"Action,Adventure,Fantasy",2021,42326031,reference
tt0293564,Rush Hour 3,"Action,Comedy,Crime",2007,140125968,reference
tt0293662,The Transporter,"Action,Crime,Thriller",2002,25296447,reference
tt0294357,Beyond Borders,"Adventure,Drama,Romance",2003,4430101,reference
tt0294870,Rent,"Drama,Musical,Romance",2005,29077547,reference
tt0295178,Austin Powers in Goldmember,"Action,Adventure,Comedy",2002,213307889,reference
tt0295289,A Guy Thing,"Comedy,Romance",2003,15545431,reference
tt0295427,The Master of Disguise,"Adventure,Comedy,Family",2002,40388794,reference
tt0295700,Wrong Turn,"Horror,Thriller",2003,15418790,reference
tt0295701,xXx,"Action,Adventure,Drama",2002,142109382,reference
tt0296166,Real Women Have Curves,"Comedy,Drama",2002,5853194,reference
tt0296572,The Chronicles of Riddick,"Action,Adventure,Sci-Fi",2004,57761012,reference
tt0297037,Brown Sugar,"Comedy,Drama,Music",2002,27363891,reference
tt0297181,I Spy,"Action,Adventure,Comedy",2002,33561137,reference
tt0297884,Far from Heaven,"Drama,Romance",2002,15901849,reference
tt0298130,The Ring,"Horror,Mystery",2002,129128133,reference
tt0298203,8 Mile,"Drama,Music",2002,116750901,reference
tt0298228,Whale Rider,"Drama,Family",2002,20779666,reference
tt0298814,The Core,"Action,Adventure,Sci-Fi",2003,31186896,reference
tt0299117,Roger Dodger,"Comedy,Drama",2002,1266828,reference
tt0299172,Home on the Range,"Adventure,Animation,Comedy",2004,50030461,reference
tt0299658,Chicago,"Comedy,Crime,Musical",2002,170687518,reference
tt0299977,Hero,"Action,Adventure,Drama",2002,53710019,reference
tt0300015,I Capture the Castle,"Drama,Romance",2003,1179035,reference
tt0300051,Jersey Girl,"Comedy,Drama,Romance",2004,25268157,reference
tt0300214,Morvern Callar,Drama,2002,267907,reference
tt0300471,Shanghai Knights,"Action,Adventure,Comedy",2003,60476872,reference
tt0300532,Blue Crush,"Drama,Romance,Sport",2002,40390647,reference
tt0300556,Timeline,"Action,Adventure,Sci-Fi",2003,19481943,reference
tt0301199,Dirty Pretty Things,"Crime,Drama,Thriller",2002,8112414,reference
tt0301357,Good Bye Lenin!,"Comedy,Drama,Romance",2003,4064200,reference
tt0301470,Jeepers Creepers 2,Horror,2003,35667218,reference
tt0302640,The Hot Chick,"Comedy,Fantasy",2002,35081594,reference
tt0302886,Old School,Comedy,2003,75585093,reference
tt0303356,Biggie and Tupac,"Biography,Crime,Documentary",2002,94874,reference
tt0303714,Barbershop,"Comedy,Drama",2002,75782105,reference
tt0303933,Drumline,"Comedy,Drama,Music",2002,56399184,reference
tt0304415,Mona Lisa Smile,Drama,2003,63860942,reference
tt0304669,The Santa Clause 2,"Comedy,Family,Fantasy",2002,139236327,reference
tt0305206,American Splendor,"Biography,Comedy,Drama",2003,6010990,reference
tt0305224,Anger Management,Comedy,2003,135645823,reference
tt0305357,Charlie's Angels: Full Throttle,"Action,Adventure,Comedy",2003,100830111,reference
tt0305669,Bringing Down the House,Comedy,2003,132716677,reference
tt0305711,Just Married,"Comedy,Romance",2003,56127162,reference
tt0306047,Scary Movie 3,Comedy,2003,110003217,reference
tt0306685,Cradle 2 the Grave,"Action,Crime,Drama",2003,34712347,reference
tt0306841,The Lizzie McGuire Movie,"Adventure,Comedy,Family",2003,42734455,reference
tt0307453,Shark Tale,"Adventure,Animation,Comedy",2004,160861908,reference
tt0308353,Happily N'Ever After,"Adventure,Animation,Comedy",2006,15589393,reference
tt0308383,The Human Stain,"Drama,Romance,Thriller",2003,5381908,reference
tt0308506,Like Mike,"Comedy,Family,Fantasy",2002,51432760,reference
tt0308508,Step Into Liquid,"Documentary,Sport",2003,3681803,reference
tt0308514,Lost in La Mancha,Documentary,2002,732393,reference
tt0308644,Finding Neverland,"Biography,Drama,Family",2004,51680613,reference
tt0309530,Down with Love,"Comedy,Romance",2003,20305251,reference
tt0309593,Final Destination 2,"Horror,Thriller",2003,46961214,reference
tt0309912,Nicholas Nickleby,"Adventure,Drama,Romance",2002,1587173,reference
tt0309987,The Dreamers,"Drama,Romance",2003,2532228,reference
tt0310281,A Mighty Wind,"Comedy,Music",2003,17781006,reference
tt0311113,Master and Commander: The Far Side of the World,"Action,Adventure,Drama",2003,93927920,reference
tt0311289,Holes,"Adventure,Comedy,Drama",2003,67406573,reference
tt0311429,The League of Extraordinary Gentlemen,"Action,Adventure,Fantasy",2003,66465204,reference
tt0311519,The Man Without a Past,"Comedy,Drama,Romance",2002,921847,reference
tt0312329,Against the Ropes,"Biography,Drama,Romance",2004,5884190,reference
tt0312528,The Cat in the Hat,"Adventure,Comedy,Family",2003,101149285,reference
tt0313792,Anything Else,"Comedy,Romance",2003,3212310,reference
tt0313911,Agent Cody Banks,"Action,Adventure,Comedy",2003,47938330,reference
tt0314166,Hey Arnold! The Movie,"Adventure,Animation,Comedy",2002,13728902,reference
tt0314353,Tears of the Sun,"Action,Drama,Thriller",2003,43734876,reference
tt0314498,The Perfect Score,"Comedy,Crime,Drama",2004,10391003,reference
tt0314676,The Singing Detective,"Comedy,Crime,Musical",2003,337174,reference
tt0314725,Standing in the Shadows of Motown,"Documentary,Music",2002,1722119,reference
tt0315297,Twisted,"Crime,Drama,Mystery",2004,25198598,reference
tt0315327,Bruce Almighty,"Comedy,Fantasy",2003,242829261,reference
tt0315983,House of Sand and Fog,"Crime,Drama",2003,13040288,reference
tt0316188,Raising Victor Vargas,"Drama,Romance",2002,2078661,reference
